Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-2950,18,Data Science,Claude 3.5,4,Literature Review,3.2,3.1,5,Medium,4
STU-4552,23,Business Administration,Claude 3.5,8,Essay Drafting,3.66,3.7600000000000002,15,Low,3
STU-3179,21,Software Engineering,ChatGPT-4o,2,Code Debugging,2.68,2.8800000000000003,14,Low,4
STU-6588,18,Modern History,ChatGPT-4o,3,Code Debugging,2.79,2.89,13,Medium,6
STU-7805,23,Business Administration,GitHub Copilot,6,Literature Review,3.29,3.39,8,Low,5
STU-1674,20,Biology,Perplexity,8,Literature Review,2.54,2.74,3,High,10
STU-2325,25,Data Science,Claude 3.5,9,Literature Review,2.86,3.1599999999999997,13,Medium,1
STU-1073,24,Biology,Perplexity,4,Exam Prep,2.79,2.69,10,Low,4
STU-3763,22,Software Engineering,Claude 3.5,10,Literature Review,3.31,3.5100000000000002,2,Medium,3
STU-0823,23,Business Administration,Claude 3.5,9,Exam Prep,2.7,2.6,8,High,6
STU-4052,20,Business Administration,Perplexity,5,Exam Prep,2.77,2.97,9,Medium,3
STU-3699,25,Software Engineering,ChatGPT-4o,10,Essay Drafting,3.08,3.08,9,Low,4
STU-4640,22,Data Science,ChatGPT-4o,9,Literature Review,3.31,3.41,14,Medium,10
STU-3472,23,Biology,ChatGPT-4o,5,Brainstorming,3.93,4.0,6,Medium,1
STU-8327,22,Biology,Perplexity,3,Brainstorming,2.85,3.0500000000000003,7,Medium,5
STU-7222,23,Biology,Perplexity,9,Code Debugging,3.27,3.37,3,Medium,7
STU-3596,21,Biology,Claude 3.5,9,Brainstorming,2.79,2.99,12,Medium,8
STU-2787,18,Modern History,Gemini Pro,4,Literature Review,2.54,2.44,12,Low,1
STU-3825,23,Data Science,Claude 3.5,2,Essay Drafting,2.61,2.71,9,High,9
STU-6286,24,Data Science,Claude 3.5,4,Code Debugging,2.64,2.64,2,Medium,2
STU-2387,21,Fine Arts,GitHub Copilot,5,Literature Review,3.36,3.46,8,High,10
STU-7193,25,Biology,ChatGPT-4o,4,Code Debugging,2.71,2.61,9,High,1
STU-9650,25,Data Science,Gemini Pro,3,Code Debugging,3.08,3.08,15,High,4
STU-0336,21,Modern History,Gemini Pro,5,Exam Prep,2.85,2.85,13,High,2
STU-0954,24,Biology,Gemini Pro,6,Code Debugging,3.18,3.08,5,High,4
STU-0534,19,Software Engineering,ChatGPT-4o,1,Code Debugging,3.01,3.11,9,Low,5
STU-2253,21,Data Science,GitHub Copilot,8,Code Debugging,3.99,4.0,6,High,8
STU-6881,18,Biology,GitHub Copilot,1,Brainstorming,3.65,3.9499999999999997,9,High,7
STU-4795,19,Business Administration,Claude 3.5,9,Code Debugging,3.99,4.0,13,Low,5
STU-6273,18,Modern History,GitHub Copilot,7,Literature Review,3.6,3.6,13,Medium,5
STU-5642,21,Modern History,GitHub Copilot,1,Brainstorming,3.3,3.5999999999999996,2,Medium,9
STU-2517,19,Data Science,ChatGPT-4o,4,Exam Prep,3.64,3.74,6,High,10
STU-5795,20,Fine Arts,Gemini Pro,10,Brainstorming,2.82,3.02,7,High,3
STU-5552,25,Business Administration,Gemini Pro,9,Essay Drafting,2.87,2.97,6,Low,1
STU-3157,22,Biology,ChatGPT-4o,7,Literature Review,3.77,3.67,7,High,1
STU-6308,20,Biology,ChatGPT-4o,5,Brainstorming,3.81,3.71,10,Low,2
STU-9820,25,Biology,GitHub Copilot,10,Exam Prep,2.97,3.1700000000000004,9,Medium,1
STU-3677,23,Data Science,Perplexity,1,Exam Prep,3.84,4.0,4,Low,8
STU-0704,19,Fine Arts,Claude 3.5,2,Exam Prep,3.91,4.0,13,Medium,10
STU-3927,25,Software Engineering,Gemini Pro,4,Brainstorming,3.67,3.77,14,Medium,4
STU-9361,19,Software Engineering,Perplexity,2,Brainstorming,3.74,3.9400000000000004,6,High,2
STU-1221,20,Fine Arts,Gemini Pro,3,Exam Prep,3.62,3.92,14,Low,4
STU-8141,25,Modern History,Perplexity,2,Essay Drafting,2.79,2.79,14,High,1
STU-8065,25,Data Science,Gemini Pro,5,Essay Drafting,3.92,4.0,12,High,3
STU-8260,22,Modern History,Claude 3.5,9,Exam Prep,3.89,4.0,13,Medium,5
STU-8493,25,Biology,Gemini Pro,3,Code Debugging,3.78,3.88,10,Low,10
STU-0266,20,Software Engineering,ChatGPT-4o,6,Brainstorming,2.65,2.55,2,High,3
STU-7566,23,Business Administration,GitHub Copilot,2,Brainstorming,3.28,3.28,9,High,6
STU-6044,23,Modern History,Claude 3.5,5,Literature Review,3.2,3.3000000000000003,15,Low,9
STU-7667,18,Biology,Perplexity,1,Exam Prep,3.01,3.01,12,Medium,10
STU-4558,25,Software Engineering,Claude 3.5,3,Literature Review,3.22,3.3200000000000003,7,Medium,7
STU-6116,20,Business Administration,ChatGPT-4o,1,Essay Drafting,3.6,3.6,15,Medium,4
STU-9341,23,Data Science,ChatGPT-4o,8,Brainstorming,2.85,2.75,10,Medium,3
STU-6038,20,Software Engineering,Gemini Pro,1,Brainstorming,3.96,4.0,3,High,4
STU-3087,21,Modern History,Claude 3.5,10,Essay Drafting,3.59,3.69,8,High,5
STU-3144,21,Fine Arts,Perplexity,4,Essay Drafting,2.78,2.98,7,High,8
STU-9891,25,Modern History,GitHub Copilot,2,Literature Review,3.37,3.5700000000000003,13,Low,3
STU-9302,18,Fine Arts,Gemini Pro,5,Exam Prep,2.99,2.89,10,Medium,8
STU-6070,24,Data Science,GitHub Copilot,10,Literature Review,3.32,3.32,10,Medium,6
STU-1433,20,Fine Arts,GitHub Copilot,7,Code Debugging,3.35,3.5500000000000003,6,Low,4
STU-1322,18,Business Administration,Gemini Pro,4,Code Debugging,3.3,3.5,3,Low,7
STU-6780,25,Business Administration,GitHub Copilot,9,Essay Drafting,3.17,3.27,15,Medium,8
STU-2298,24,Fine Arts,Claude 3.5,6,Literature Review,2.72,2.72,10,Medium,1
STU-9927,18,Biology,Claude 3.5,9,Literature Review,3.43,3.33,14,High,3
STU-8974,25,Business Administration,ChatGPT-4o,6,Literature Review,3.32,3.32,15,Low,8
STU-1747,21,Biology,ChatGPT-4o,8,Essay Drafting,3.95,3.85,10,Medium,2
STU-7768,20,Modern History,ChatGPT-4o,4,Exam Prep,3.9,4.0,15,Low,5
STU-3779,20,Biology,ChatGPT-4o,9,Exam Prep,3.1,3.0,10,Low,6
STU-9999,24,Business Administration,Claude 3.5,9,Essay Drafting,2.56,2.7600000000000002,10,Medium,6
STU-1576,21,Biology,Gemini Pro,3,Exam Prep,3.26,3.5599999999999996,11,Low,6
STU-7664,22,Business Administration,GitHub Copilot,4,Brainstorming,3.78,3.78,14,Low,10
STU-0135,25,Modern History,GitHub Copilot,9,Literature Review,3.71,3.71,11,High,5
STU-9666,21,Biology,ChatGPT-4o,4,Exam Prep,3.92,4.0,7,Medium,5
STU-3363,21,Fine Arts,Claude 3.5,4,Exam Prep,2.67,2.67,2,Low,3
STU-2864,22,Software Engineering,GitHub Copilot,7,Exam Prep,3.35,3.25,4,Low,10
STU-3099,22,Business Administration,GitHub Copilot,9,Literature Review,2.85,3.0500000000000003,5,Low,6
STU-3532,20,Data Science,Perplexity,3,Code Debugging,3.46,3.66,3,Medium,5
STU-6774,25,Business Administration,ChatGPT-4o,3,Exam Prep,3.47,3.6700000000000004,10,Medium,8
STU-7499,18,Fine Arts,Perplexity,9,Essay Drafting,2.82,2.82,2,High,3
STU-8073,18,Software Engineering,Perplexity,1,Literature Review,3.51,3.61,2,Low,2
STU-9799,19,Modern History,Gemini Pro,9,Code Debugging,3.85,4.0,5,Medium,2
STU-8559,22,Data Science,Perplexity,9,Literature Review,2.93,3.23,8,High,9
STU-9525,18,Biology,Perplexity,2,Brainstorming,2.72,2.62,9,Medium,2
STU-2808,19,Biology,Gemini Pro,7,Brainstorming,2.6,2.6,11,Low,3
STU-9209,21,Data Science,ChatGPT-4o,5,Brainstorming,2.91,3.0100000000000002,5,Low,10
STU-4435,19,Software Engineering,Perplexity,1,Exam Prep,2.53,2.73,9,High,7
STU-7440,21,Biology,ChatGPT-4o,2,Brainstorming,3.53,3.63,3,High,2
STU-3976,18,Biology,GitHub Copilot,8,Exam Prep,2.54,2.44,9,Low,1
STU-7912,18,Fine Arts,ChatGPT-4o,7,Literature Review,2.74,2.8400000000000003,8,Medium,3
STU-6154,20,Software Engineering,Gemini Pro,9,Exam Prep,3.1,3.3000000000000003,6,High,10
STU-8888,23,Biology,Claude 3.5,8,Essay Drafting,3.56,3.46,11,High,2
STU-4592,18,Biology,Gemini Pro,5,Essay Drafting,3.97,4.0,7,Low,6
STU-1206,20,Data Science,Gemini Pro,4,Exam Prep,3.27,3.47,10,High,5
STU-2555,23,Fine Arts,Claude 3.5,6,Essay Drafting,2.52,2.42,6,High,8
STU-4625,25,Data Science,Claude 3.5,3,Literature Review,2.81,2.81,15,Medium,7
STU-5698,23,Business Administration,Claude 3.5,8,Exam Prep,3.33,3.33,7,Medium,9
STU-6440,23,Business Administration,Claude 3.5,1,Brainstorming,3.6,3.8000000000000003,2,Medium,4
STU-7909,20,Business Administration,Claude 3.5,8,Literature Review,3.66,3.7600000000000002,3,High,6
STU-1256,23,Fine Arts,Claude 3.5,9,Brainstorming,2.85,2.85,12,High,2
STU-9145,22,Data Science,Perplexity,10,Code Debugging,2.66,2.66,3,Low,7
STU-1670,22,Data Science,Claude 3.5,4,Essay Drafting,3.77,3.87,11,Low,10
STU-2609,19,Modern History,ChatGPT-4o,9,Code Debugging,3.96,3.86,3,High,6
STU-1348,24,Software Engineering,Gemini Pro,8,Literature Review,3.26,3.5599999999999996,12,Low,2
STU-1285,20,Biology,Perplexity,5,Code Debugging,2.56,2.7600000000000002,10,High,5
STU-7847,19,Biology,Gemini Pro,7,Brainstorming,3.97,4.0,10,High,6
STU-1957,21,Fine Arts,ChatGPT-4o,1,Brainstorming,2.94,3.04,4,High,2
STU-5450,24,Software Engineering,Gemini Pro,1,Brainstorming,2.75,2.75,12,Medium,1
STU-5180,24,Data Science,Perplexity,8,Essay Drafting,3.97,3.97,13,Medium,6
STU-3056,22,Modern History,Perplexity,3,Essay Drafting,3.52,3.82,4,Medium,4
STU-5655,19,Fine Arts,ChatGPT-4o,10,Brainstorming,2.69,2.59,2,Medium,9
STU-8063,22,Biology,ChatGPT-4o,1,Essay Drafting,3.33,3.23,14,High,7
STU-2938,20,Fine Arts,GitHub Copilot,6,Literature Review,2.96,3.26,9,Low,3
STU-5860,21,Biology,ChatGPT-4o,8,Exam Prep,3.75,3.65,7,High,2
STU-2397,19,Fine Arts,GitHub Copilot,1,Exam Prep,3.69,3.79,3,Low,3
STU-7509,21,Biology,GitHub Copilot,2,Brainstorming,3.7,3.6,13,Low,6
STU-0289,22,Modern History,Perplexity,7,Essay Drafting,3.73,4.0,14,Low,6
STU-3769,25,Software Engineering,GitHub Copilot,3,Brainstorming,3.09,3.09,9,High,6
STU-6486,19,Modern History,Perplexity,7,Essay Drafting,2.73,2.73,15,High,2
STU-8244,25,Data Science,Perplexity,9,Exam Prep,3.26,3.26,10,Low,4
STU-2086,23,Business Administration,Perplexity,1,Essay Drafting,2.54,2.74,7,Low,10
STU-2625,24,Fine Arts,Claude 3.5,4,Exam Prep,3.47,3.5700000000000003,4,Medium,6
STU-1237,19,Fine Arts,Claude 3.5,3,Essay Drafting,3.23,3.13,6,Low,9
STU-3899,22,Fine Arts,GitHub Copilot,8,Exam Prep,3.45,3.75,11,High,1
STU-9314,21,Biology,ChatGPT-4o,8,Exam Prep,3.38,3.48,6,Medium,7
STU-7683,23,Business Administration,Perplexity,5,Brainstorming,3.79,4.0,6,Medium,8
STU-5521,25,Software Engineering,Gemini Pro,2,Brainstorming,3.61,3.51,9,Low,6
STU-0363,24,Business Administration,GitHub Copilot,1,Literature Review,3.42,3.52,3,Medium,8
STU-2574,25,Biology,Perplexity,8,Essay Drafting,3.26,3.5599999999999996,4,Low,10
STU-4905,23,Data Science,GitHub Copilot,2,Exam Prep,2.77,3.07,6,High,4
STU-0231,22,Modern History,Claude 3.5,2,Literature Review,3.72,3.8200000000000003,6,High,8
STU-3457,20,Biology,ChatGPT-4o,6,Code Debugging,2.7,2.6,6,High,4
STU-6983,21,Biology,ChatGPT-4o,2,Exam Prep,2.72,2.62,9,High,2
STU-2932,18,Modern History,ChatGPT-4o,1,Brainstorming,3.0,3.0,10,High,8
STU-6720,19,Fine Arts,Perplexity,8,Essay Drafting,2.96,2.96,14,High,9
STU-4805,25,Data Science,Perplexity,3,Literature Review,3.5,3.4,9,High,3
STU-4056,18,Biology,Perplexity,10,Brainstorming,3.64,3.54,8,Low,1
STU-4599,24,Biology,GitHub Copilot,2,Brainstorming,3.27,3.57,4,Low,2
STU-1092,25,Fine Arts,ChatGPT-4o,5,Essay Drafting,3.56,3.7600000000000002,10,Medium,4
STU-3831,25,Data Science,GitHub Copilot,10,Brainstorming,3.04,3.04,12,Low,7
STU-9305,19,Fine Arts,GitHub Copilot,5,Brainstorming,3.49,3.49,15,Low,9
STU-9510,23,Software Engineering,Perplexity,8,Exam Prep,2.52,2.82,8,Low,2
STU-7313,21,Data Science,Claude 3.5,2,Code Debugging,3.67,3.87,4,Medium,2
STU-6180,20,Data Science,Perplexity,5,Literature Review,3.57,3.67,15,Medium,7
STU-1908,24,Modern History,Gemini Pro,7,Literature Review,3.13,3.4299999999999997,6,Low,9
STU-4522,23,Software Engineering,ChatGPT-4o,5,Essay Drafting,3.06,3.36,4,Medium,9
STU-5272,20,Fine Arts,Claude 3.5,4,Literature Review,3.89,3.99,3,High,10
STU-3897,19,Fine Arts,Gemini Pro,5,Literature Review,2.54,2.74,8,High,6
STU-0651,19,Software Engineering,GitHub Copilot,2,Code Debugging,3.19,3.29,11,Low,3
STU-2297,21,Business Administration,Perplexity,8,Literature Review,3.03,3.3299999999999996,11,Low,10
STU-6236,18,Fine Arts,ChatGPT-4o,8,Exam Prep,3.72,3.72,3,Medium,10
STU-9263,19,Biology,GitHub Copilot,10,Literature Review,3.31,3.31,3,High,2
STU-5491,23,Fine Arts,GitHub Copilot,4,Essay Drafting,3.79,3.89,13,High,4
STU-1283,24,Data Science,Gemini Pro,2,Exam Prep,3.03,3.23,13,High,8
STU-1052,20,Biology,Gemini Pro,8,Code Debugging,2.8,3.0999999999999996,12,Low,8
STU-8543,19,Fine Arts,GitHub Copilot,8,Exam Prep,3.48,3.78,4,Medium,8
STU-2342,24,Modern History,Claude 3.5,5,Exam Prep,2.64,2.8400000000000003,7,High,9
STU-4840,18,Fine Arts,ChatGPT-4o,7,Literature Review,3.37,3.27,6,High,2
STU-2130,20,Fine Arts,Gemini Pro,1,Exam Prep,3.58,3.48,9,Medium,8
STU-0008,25,Data Science,Claude 3.5,2,Code Debugging,2.71,2.61,5,Low,1
STU-3615,23,Modern History,Gemini Pro,4,Essay Drafting,3.79,3.69,6,Low,8
STU-7570,18,Modern History,ChatGPT-4o,8,Exam Prep,2.51,2.61,7,High,2
STU-6465,20,Fine Arts,Perplexity,3,Code Debugging,2.94,2.94,13,High,3
STU-6930,19,Business Administration,GitHub Copilot,4,Literature Review,2.68,2.98,15,Medium,6
STU-7963,21,Fine Arts,ChatGPT-4o,2,Literature Review,3.09,2.9899999999999998,13,Low,4
STU-4567,19,Fine Arts,Perplexity,8,Essay Drafting,2.84,3.04,6,Medium,10
STU-8246,20,Software Engineering,GitHub Copilot,9,Essay Drafting,3.03,3.3299999999999996,7,Low,3
STU-2563,25,Biology,Gemini Pro,6,Exam Prep,2.78,3.0799999999999996,6,Medium,5
STU-6550,24,Fine Arts,Claude 3.5,6,Essay Drafting,2.56,2.86,15,High,9
STU-4946,23,Biology,ChatGPT-4o,3,Brainstorming,3.65,3.85,15,Low,4
STU-2709,19,Biology,Gemini Pro,5,Literature Review,2.85,3.15,2,Low,5
STU-9720,23,Fine Arts,GitHub Copilot,8,Literature Review,3.91,3.91,5,High,7
STU-4021,22,Business Administration,Gemini Pro,4,Exam Prep,2.99,3.29,8,Medium,8
STU-4821,24,Business Administration,GitHub Copilot,6,Exam Prep,3.21,3.51,5,Low,6
STU-0121,23,Modern History,ChatGPT-4o,4,Brainstorming,3.49,3.49,12,Medium,1
STU-4880,20,Business Administration,Claude 3.5,9,Literature Review,3.48,3.48,7,Medium,6
STU-1686,23,Modern History,ChatGPT-4o,5,Exam Prep,2.59,2.59,6,Medium,7
STU-5606,23,Biology,ChatGPT-4o,2,Literature Review,2.72,2.9200000000000004,2,Medium,8
STU-2507,25,Fine Arts,GitHub Copilot,9,Exam Prep,3.18,3.3800000000000003,5,High,2
STU-6578,23,Modern History,ChatGPT-4o,7,Essay Drafting,3.98,3.98,14,High,4
STU-8692,21,Software Engineering,Claude 3.5,2,Literature Review,2.85,2.75,4,Low,3
STU-6554,23,Business Administration,Perplexity,8,Code Debugging,3.61,3.71,7,Medium,8
STU-7613,24,Biology,Gemini Pro,9,Brainstorming,3.11,3.11,11,Medium,1
STU-7711,25,Business Administration,Perplexity,5,Essay Drafting,3.04,3.34,11,High,5
STU-9423,18,Data Science,Gemini Pro,8,Exam Prep,3.28,3.48,10,Medium,8
STU-8456,18,Data Science,Claude 3.5,6,Essay Drafting,2.68,2.7800000000000002,7,Low,2
STU-3264,19,Business Administration,ChatGPT-4o,1,Code Debugging,2.67,2.67,3,Medium,9
STU-2612,18,Data Science,ChatGPT-4o,3,Exam Prep,3.97,3.87,11,Low,4
STU-3900,18,Biology,GitHub Copilot,2,Exam Prep,3.31,3.41,10,High,4
STU-4237,24,Software Engineering,ChatGPT-4o,4,Essay Drafting,3.94,4.0,6,Medium,10
STU-5111,23,Fine Arts,Perplexity,10,Code Debugging,2.7,2.7,2,Low,5
STU-5405,18,Fine Arts,GitHub Copilot,1,Literature Review,3.23,3.33,12,High,10
STU-4186,25,Business Administration,ChatGPT-4o,10,Exam Prep,2.86,3.1599999999999997,9,High,3
STU-6811,23,Software Engineering,Gemini Pro,9,Literature Review,3.05,3.05,11,Medium,5
STU-1678,20,Modern History,Perplexity,9,Exam Prep,3.18,3.08,4,High,2
STU-3980,22,Modern History,Gemini Pro,3,Essay Drafting,3.16,3.46,14,Medium,6
STU-8025,24,Biology,Perplexity,4,Brainstorming,3.89,3.89,14,Low,9
STU-4520,21,Biology,Gemini Pro,7,Exam Prep,3.38,3.48,3,Medium,1
STU-3722,19,Modern History,Gemini Pro,6,Brainstorming,3.53,3.63,15,High,1
STU-6541,18,Data Science,Claude 3.5,6,Literature Review,2.65,2.65,9,High,10
STU-8604,21,Business Administration,Gemini Pro,5,Code Debugging,2.62,2.8200000000000003,7,Medium,9
STU-7898,25,Software Engineering,Claude 3.5,10,Brainstorming,3.19,3.39,11,High,8
STU-5522,21,Fine Arts,ChatGPT-4o,3,Exam Prep,3.4,3.4,13,Low,4
STU-6451,20,Biology,ChatGPT-4o,3,Essay Drafting,2.87,2.87,4,Low,3
STU-6275,19,Biology,Gemini Pro,1,Essay Drafting,3.06,2.96,5,Low,2
STU-1271,20,Software Engineering,ChatGPT-4o,5,Code Debugging,3.63,3.83,15,High,1
STU-2832,18,Business Administration,GitHub Copilot,2,Exam Prep,3.04,3.24,15,Medium,10
STU-8067,18,Modern History,GitHub Copilot,5,Literature Review,2.93,2.83,2,Low,1
STU-6515,24,Data Science,Gemini Pro,10,Brainstorming,3.36,3.46,4,Low,4
STU-3453,21,Modern History,Perplexity,7,Code Debugging,3.78,3.78,8,Medium,7
STU-8621,23,Biology,Claude 3.5,4,Exam Prep,3.08,3.08,2,Low,1
STU-4274,18,Biology,Gemini Pro,10,Essay Drafting,3.59,3.4899999999999998,15,Low,4
STU-3233,20,Software Engineering,GitHub Copilot,5,Brainstorming,3.46,3.56,4,High,2
STU-3990,23,Business Administration,Perplexity,8,Essay Drafting,2.58,2.68,7,Medium,1
STU-7742,19,Business Administration,Perplexity,8,Brainstorming,2.61,2.81,14,Medium,6
STU-2117,19,Software Engineering,ChatGPT-4o,7,Essay Drafting,3.72,4.0,10,Medium,5
STU-9679,18,Software Engineering,Claude 3.5,6,Brainstorming,3.71,3.81,11,Medium,9
STU-7160,23,Business Administration,GitHub Copilot,3,Literature Review,3.02,3.32,14,Medium,7
STU-5739,21,Biology,Claude 3.5,8,Exam Prep,3.29,3.49,3,Low,10
STU-6716,23,Software Engineering,Perplexity,10,Brainstorming,2.57,2.8699999999999997,14,Low,1
STU-5252,18,Biology,GitHub Copilot,7,Essay Drafting,3.96,4.0,4,Medium,4
STU-7616,25,Modern History,ChatGPT-4o,2,Literature Review,3.87,3.77,5,Medium,8
STU-1565,20,Fine Arts,Perplexity,2,Essay Drafting,3.69,3.89,5,Medium,4
STU-1598,25,Fine Arts,GitHub Copilot,7,Code Debugging,2.83,3.0300000000000002,4,Medium,10
STU-5353,23,Business Administration,Perplexity,2,Brainstorming,2.6,2.5,6,High,1
STU-9803,22,Software Engineering,Gemini Pro,9,Literature Review,3.23,3.53,3,High,6
STU-9313,23,Modern History,GitHub Copilot,8,Code Debugging,3.4,3.3,10,High,8
STU-2210,25,Fine Arts,Perplexity,9,Essay Drafting,3.98,3.98,11,High,6
STU-4882,21,Biology,Gemini Pro,6,Essay Drafting,2.51,2.4099999999999997,7,High,3
STU-0544,20,Business Administration,GitHub Copilot,4,Exam Prep,3.25,3.55,5,Low,10
STU-8404,23,Data Science,Gemini Pro,1,Essay Drafting,2.78,2.78,5,Low,1
STU-1873,21,Modern History,ChatGPT-4o,8,Essay Drafting,3.8,4.0,11,High,1
STU-1243,18,Modern History,ChatGPT-4o,8,Brainstorming,3.05,3.05,10,High,2
STU-0879,25,Software Engineering,ChatGPT-4o,9,Code Debugging,3.77,3.87,2,Medium,9
STU-3938,19,Data Science,ChatGPT-4o,3,Exam Prep,2.51,2.8099999999999996,15,Medium,3
STU-5326,20,Business Administration,GitHub Copilot,4,Brainstorming,3.44,3.44,8,High,4
STU-5901,18,Data Science,Gemini Pro,7,Exam Prep,3.8,3.6999999999999997,4,High,7
STU-9821,22,Data Science,ChatGPT-4o,9,Brainstorming,2.81,3.0100000000000002,2,Medium,4
STU-8324,20,Fine Arts,Claude 3.5,1,Literature Review,2.63,2.53,7,Low,8
STU-3544,18,Fine Arts,GitHub Copilot,1,Brainstorming,3.74,3.64,7,Medium,6
STU-6255,22,Software Engineering,Perplexity,9,Literature Review,3.22,3.22,13,High,4
STU-5060,23,Software Engineering,ChatGPT-4o,7,Literature Review,3.26,3.36,4,Medium,9
STU-2988,23,Business Administration,Claude 3.5,6,Literature Review,3.05,3.25,12,Medium,4
STU-9765,20,Data Science,Claude 3.5,10,Code Debugging,3.17,3.37,10,Medium,7
STU-1479,22,Fine Arts,ChatGPT-4o,2,Essay Drafting,3.57,3.4699999999999998,6,Low,8
STU-2673,24,Business Administration,ChatGPT-4o,8,Exam Prep,2.65,2.55,13,High,8
STU-3026,22,Data Science,Gemini Pro,10,Literature Review,2.99,3.0900000000000003,11,Low,3
STU-9626,23,Fine Arts,Gemini Pro,10,Code Debugging,3.77,3.87,5,Medium,4
STU-3298,22,Business Administration,Perplexity,5,Literature Review,3.32,3.42,3,High,7
STU-8397,24,Fine Arts,GitHub Copilot,9,Brainstorming,3.02,3.32,12,Low,9
STU-3668,22,Fine Arts,Perplexity,3,Essay Drafting,3.08,3.18,14,Medium,5
STU-0144,22,Business Administration,GitHub Copilot,4,Literature Review,2.68,2.8800000000000003,13,High,5
STU-4333,25,Modern History,ChatGPT-4o,6,Literature Review,3.01,3.21,10,Low,4
STU-3798,23,Fine Arts,Gemini Pro,2,Brainstorming,3.05,2.9499999999999997,14,High,1
STU-3349,20,Modern History,Gemini Pro,9,Essay Drafting,3.33,3.63,8,High,10
STU-8520,19,Modern History,Claude 3.5,3,Exam Prep,3.28,3.28,6,Medium,1
STU-8695,22,Biology,GitHub Copilot,1,Literature Review,2.57,2.8699999999999997,15,Low,3
STU-9987,25,Biology,Perplexity,3,Brainstorming,3.69,3.9899999999999998,4,Medium,10
STU-3791,20,Biology,Perplexity,6,Brainstorming,3.58,3.68,11,Medium,5
STU-2501,25,Modern History,GitHub Copilot,6,Code Debugging,3.15,3.35,4,Low,4
STU-9806,19,Fine Arts,GitHub Copilot,9,Code Debugging,3.05,3.15,12,Low,4
STU-9033,24,Modern History,Gemini Pro,1,Literature Review,2.84,3.1399999999999997,4,Medium,1
STU-0447,22,Biology,ChatGPT-4o,1,Literature Review,2.96,3.26,11,Low,5
STU-9268,25,Fine Arts,Gemini Pro,6,Exam Prep,2.56,2.86,7,Medium,1
STU-3866,21,Biology,GitHub Copilot,9,Exam Prep,3.31,3.41,15,Medium,4
STU-0850,18,Software Engineering,ChatGPT-4o,8,Exam Prep,3.44,3.7399999999999998,9,Low,1
STU-4661,18,Data Science,ChatGPT-4o,9,Essay Drafting,3.56,3.56,15,Medium,10
STU-0973,20,Business Administration,Claude 3.5,8,Code Debugging,3.64,3.8400000000000003,11,High,7
STU-2593,18,Biology,Gemini Pro,5,Brainstorming,2.61,2.61,9,Medium,8
STU-1113,21,Business Administration,ChatGPT-4o,5,Essay Drafting,3.25,3.35,9,Low,2
STU-1460,24,Fine Arts,Gemini Pro,1,Code Debugging,3.86,4.0,5,High,8
STU-1037,18,Software Engineering,GitHub Copilot,8,Brainstorming,2.59,2.59,13,Low,7
STU-3812,25,Data Science,GitHub Copilot,9,Essay Drafting,2.74,2.8400000000000003,15,Low,8
STU-8487,20,Fine Arts,Claude 3.5,7,Essay Drafting,3.7,3.8000000000000003,9,High,9
STU-9428,25,Business Administration,Claude 3.5,3,Exam Prep,3.42,3.7199999999999998,10,Medium,8
STU-9512,18,Biology,Gemini Pro,1,Code Debugging,3.25,3.55,14,Low,3
STU-3305,19,Biology,Gemini Pro,7,Exam Prep,3.42,3.52,12,Low,4
STU-3465,18,Data Science,Claude 3.5,2,Literature Review,2.63,2.73,12,Medium,10
STU-9388,22,Software Engineering,Gemini Pro,3,Literature Review,3.37,3.67,6,High,1
STU-8513,25,Business Administration,ChatGPT-4o,1,Code Debugging,3.16,3.16,3,Low,10
STU-6301,18,Data Science,Perplexity,4,Code Debugging,3.87,3.97,10,Medium,6
STU-8512,19,Business Administration,GitHub Copilot,7,Exam Prep,2.99,3.1900000000000004,14,Low,4
STU-1217,22,Modern History,GitHub Copilot,10,Exam Prep,3.36,3.26,15,Medium,10
STU-3452,20,Fine Arts,Gemini Pro,3,Exam Prep,3.61,3.61,13,Medium,1
STU-2814,21,Software Engineering,Perplexity,2,Essay Drafting,3.57,3.4699999999999998,5,Low,10
STU-2118,21,Fine Arts,Perplexity,10,Essay Drafting,3.13,3.33,13,Medium,2
STU-6097,23,Software Engineering,Claude 3.5,2,Exam Prep,3.31,3.5100000000000002,6,Low,10
STU-6276,22,Data Science,ChatGPT-4o,10,Exam Prep,3.96,4.0,14,Medium,4
STU-2765,21,Business Administration,Claude 3.5,5,Essay Drafting,3.4,3.6,7,Low,8
STU-7920,24,Software Engineering,GitHub Copilot,7,Essay Drafting,3.35,3.65,7,Low,10
STU-2642,18,Modern History,Perplexity,5,Literature Review,2.9,3.0,12,Low,5
STU-1782,18,Fine Arts,ChatGPT-4o,3,Literature Review,2.93,2.93,3,High,7
STU-6957,21,Biology,GitHub Copilot,1,Essay Drafting,2.78,2.78,8,Medium,2
STU-1505,19,Fine Arts,Perplexity,10,Code Debugging,3.09,3.3899999999999997,4,High,6
STU-4444,18,Data Science,ChatGPT-4o,3,Essay Drafting,2.88,3.08,3,Low,7
STU-8335,19,Software Engineering,Claude 3.5,6,Literature Review,2.61,2.61,5,Low,3
